site,ID,date,barr burden,barr prev
SRSP,FCTH2,2,0,0
SRSP,FCTH2,2,3,1
SRSP,FCTH2,2,2,1
SRSP,FCTH2,2,0,0
SRSP,FCTH2,2,1,1
SRSP,FCTH2,2,4,1
SRSP,FCTH2,3,27,1
SRSP,FCTH2,3,32,1
SRSP,FCTH2,3,1,1
SRSP,FCTH2,3,14,1
SRSP,FCTH2,3,8,1
SRSP,FCTH2,3,27,1
SRSP,FCTH2,3,2,1
SRSP,FCTH2,3,19,1
SRSP,FCTH2,3,6,1
SRSP,FCTH2,3,8,1
SRSP,FCTH2,4,14,1
SRSP,FCTH2,4,6,1
SRSP,FCTH2,4,0,0
SRSP,FCTH2,5,0,0
SRSP,FCTH2,5,0,0
SRSP,FCTH2,5,14,1
SRSP,FCTH2,5,8,1
SRSP,FCTH2,6,30,1
SRSP,FCTH2,7,40,1
SRSP,FCTH2,7,26,1
SRSP,FCTH3,1,0,0
SRSP,FCTH3,1,0,0
SRSP,FCTH3,1,0,0
SRSP,FCTH3,1,0,0
SRSP,FCTH3,1,0,0
SRSP,FCTH3,1,0,0
SRSP,FCTH3,1,0,0
SRSP,FCTH3,1,0,0
SRSP,FCTH3,1,0,0
SRSP,FCTH3,1,0,0
SRSP,FCTH3,2,3,1
SRSP,FCTH3,2,0,0
SRSP,FCTH3,2,0,0
SRSP,FCTH3,2,2,1
SRSP,FCTH3,2,0,0
SRSP,FCTH3,2,0,0
SRSP,FCTH3,2,0,0
SRSP,FCTH3,2,0,0
SRSP,FCTH3,2,0,0
SRSP,FCTH3,2,0,0
SRSP,FCTH3,3,0,0
SRSP,FCTH3,3,0,0
SRSP,FCTH3,4,0,0
SRSP,FCTH3,4,0,0
SRSP,FCTH3,4,2,1
SRSP,FCTH3,4,0,0
SRSP,FCTH3,5,0,0
SRSP,FCTH3,5,0,0
SRSP,FCTH3,5,0,0
SRSP,FCTH3,5,1,1
SRSP,FCTH3,5,5,1
SRSP,FCTH3,5,1,1
SRSP,FCTH3,5,0,0
SRSP,FCTH3,5,0,0
SRSP,FCTH3,5,2,1
SRSP,FCTH3,5,0,0
SRSP,FCTH3,6,0,0
SRSP,FCTH3,6,0,0
SRSP,FCTH3,6,1,1
SRSP,FCTH3,6,2,1
SRSP,FCTH3,6,0,0
SRSP,FCTH4,2,0,0
SRSP,FCTH4,2,0,0
SRSP,FCTH4,2,0,0
SRSP,FCTH4,2,0,0
SRSP,FCTH4,2,0,0
SRSP,FCTH4,2,0,0
SRSP,FCTH4,2,0,0
SRSP,FCTH4,2,0,0
SRSP,FCTH4,2,0,0
SRSP,FCTH4,2,0,0
SRSP,FCTH4,4,0,0
SRSP,FCTH4,6,6,1
SRSP,FCTH4,6,11,1
SRSP,FCTH5,1,50,1
SRSP,FCTH5,1,27,1
SRSP,FCTH5,1,24,1
SRSP,FCTH5,1,38,1
SRSP,FCTH5,1,9,1
SRSP,FCTH5,1,27,1
SRSP,FCTH5,1,42,1
SRSP,FCTH5,1,44,1
SRSP,FCTH5,1,32,1
SRSP,FCTH5,1,31,1
SRSP,FCTH5,2,21,1
SRSP,FCTH5,2,82,1
SRSP,FCTH5,2,2,1
SRSP,FCTH5,2,4,1
SRSP,FCTH5,2,23,1
SRSP,FCTH5,2,11,1
SRSP,FCTH5,2,9,1
SRSP,FCTH5,2,9,1
SRSP,FCTH5,2,11,1
SRSP,FCTH5,2,67,1
SRSP,FCTH5,3,92,1
SRSP,FCTH5,3,180,1
SRSP,FCTH5,3,200,1
SRSP,FCTH5,3,51,1
SRSP,FCTH5,3,75,1
SRSP,FCTH5,3,33,1
SRSP,FCTH5,3,26,1
SRSP,FCTH5,3,83,1
SRSP,FCTH5,3,81,1
SRSP,FCTH5,3,97,1
SRSP,FCTH5,4,160,1
SRSP,FCTH5,4,210,1
SRSP,FCTH5,4,213,1
SRSP,FCTH5,4,146,1
SRSP,FCTH5,4,188,1
SRSP,FCTH5,4,111,1
SRSP,FCTH5,4,121,1
SRSP,FCTH5,4,161,1
SRSP,FCTH5,4,123,1
SRSP,FCTH5,4,41,1
SRSP,FCTH5,5,95,1
SRSP,FCTH5,5,170,1
SRSP,FCTH5,5,135,1
SRSP,FCTH5,5,157,1
SRSP,FCTH5,5,101,1
SRSP,FCTH5,5,65,1
SRSP,FCTH5,5,162,1
SRSP,FCTH5,5,127,1
SRSP,FCTH5,5,170,1
SRSP,FCTH5,5,133,1
SRSP,FCTH5,6,96,1
SRSP,FCTH5,6,86,1
SRSP,FCTH5,6,198,1
SRSP,FCTH5,6,199,1
SRSP,FCTH5,6,175,1
SRSP,FCTH5,6,159,1
SRSP,FCTH5,6,175,1
SRSP,FCTH5,6,132,1
SRSP,FCTH5,6,200,1
SRSP,FCTH5,6,152,1
SRSP,FCTH5,7,194,1
SRSP,FCTH5,7,156,1
SRSP,FCTH5,7,139,1
SRSP,FCTH5,7,66,1
SRSP,FCTH5,7,107,1
SRSP,FCTH5,7,125,1
SRSP,FCTH5,7,290,1
SRSP,FCTH5,7,213,1
SRSP,FCTH5,7,131,1
SRSP,FCTH5,7,79,1
SRSP,FCTH5,8,190,1
SRSP,FCTH5,8,59,1
SRSP,FCTH5,8,172,1
SRSP,FCTH5,8,215,1
SRSP,FCTH5,8,259,1
SRSP,FCTH5,8,81,1
SRSP,FCTH5,8,58,1
SRSP,FCBUC,4,60,1
SRSP,FCBUC,4,28,1
SRSP,FCBUC,4,47,1
SRSP,FCBUC,4,2,1
SRSP,FCBUC,4,4,1
SRSP,FCBUC,4,50,1
SRSP,FCBUC,5,0,0
SRSP,FCBUC,5,0,0
SRSP,FCBUC,5,13,1
SRSP,FCBUC,5,30,1
